LSTM_spikes,LSTM_sents
3.536339160369753,3.6742091090276006
3.295406241387407,4.078577387864031
3.451532621216413,3.8693334259102796
3.6278733107486025,3.917489449867574
3.466102130003086,3.6125515200692
3.6092837610269113,3.9298777955683963
3.3637820682918766,4.396100383473348
3.417588981773263,4.0871977546911555
3.387538162530877,4.187686981802931
3.424386468256529,3.7581130024669744
