LSTM_spikes,LSTM_sents
4.588253160497204,4.665755791785377
4.042021858328859,4.118065983286923
4.3248189979962595,4.5273817011247806
4.319640638365573,4.467134532665789
3.5734609642993376,4.778537768686053
4.414337713342877,4.3076361398149725
5.84495062555316,5.557092791538947
3.6009211247573796,4.305025489187483
4.081848835551575,4.295448756123921
3.7895445478946352,4.257654809379598
