LSTM_spikes,LSTM_sents
4.127368238310131,4.086775978940689
3.5725155540335867,3.552522817437699
3.7913179766591636,3.6333435188623975
3.818134054301381,3.924768390415818
3.203196387722575,4.2710157366334
4.01655702500458,3.7787133410297464
5.089248296799427,4.874760047106288
3.1620742587935626,3.6626134866196303
3.602253752353339,3.733205388451736
3.28979088008046,3.6915673892005465
