speed,direction,direction_disp,x,y
10.368,61.892,295.56,228.08,202.79
4.3597,62.902,315.56,228.35,203.35
3.8126,64.048,267.3,228.53,203.53
6.5426,65.668,251.64,228.52,203.76
5.6947,66.325,246.7,228.4,204.13
4.9258,65.957,232.92,228.26,204.44
5.6777,64.586,209.44,228.09,204.68
7.6335,63.512,212.53,227.79,204.85
6.2759,62.911,194.85,227.4,205.09
5.6401,62.711,168.23,227.04,205.19
6.182,62.828,204.72,226.71,205.12
5.2298,63.363,185.72,226.37,205.28
3.8563,63.679,208.46,226.06,205.31
2.8951,63.829,197.53,225.86,205.42
10.286,63.866,244.09,225.69,205.47
17.308,63.681,246.56,225.42,206.03
20.784,63.096,258.93,225.01,206.98
26.122,62.864,263.74,224.77,208.2
28.514,62.68,269.56,224.6,209.76
32.566,61.976,271.93,224.58,211.47
34.958,61.265,278.08,224.65,213.42
40.504,60.137,278.16,224.94,215.5
39.888,58.916,281.49,225.29,217.91
38.991,57.375,283.94,225.77,220.25
41.011,56.076,282.89,226.33,222.52
43.713,54.949,283.37,226.88,224.92
45.187,54.045,283.86,227.48,227.47
48.311,53.533,285,228.13,230.1
58.826,53.062,280.9,228.88,232.9
64.591,52.241,279.81,229.55,236.37
64.077,51.366,280.37,230.21,240.19
67.975,50.532,281.43,230.9,243.97
71.131,49.607,281.53,231.71,247.97
74.018,48.543,281.31,232.57,252.15
72.737,47.872,280.87,233.44,256.51
73.207,47.749,280.27,234.26,260.79
74.942,48.534,280.99,235.04,265.11
73.931,49.075,280.22,235.9,269.53
71.412,50.025,278,236.69,273.89
70.124,52.263,276.9,237.28,278.14
65.308,53.718,276.27,237.79,282.31
63.217,54.829,276.17,238.22,286.21
60.455,54.574,275.51,238.62,289.98
58.009,55.335,275.51,238.97,293.59
56.986,56.072,275.61,239.31,297.05
54.017,55.923,276.6,239.64,300.46
53.891,55.473,277.31,240.01,303.68
49.965,54.854,277.26,240.42,306.88
46.152,53.68,278.75,240.8,309.86
39.984,53.409,279.53,241.22,312.59
37.571,52.884,277.88,241.62,314.96
35.193,52.729,276.01,241.93,317.19
32.253,52.958,274.6,242.15,319.29
29.268,53.951,277.76,242.31,321.22
26.207,53.979,280.54,242.54,322.96
23.223,52.238,284.04,242.83,324.51
17.635,49.621,276.27,243.17,325.86
14.024,48.075,279.71,243.29,326.91
13.627,46.792,289.05,243.43,327.74
12.428,45.678,289.5,243.69,328.51
11.231,45.238,290.05,243.94,329.22
10.034,45.283,290.73,244.17,329.85
12.92,45.769,295,244.39,330.41
10.249,46.174,305.6,244.71,331.12
11.957,46.009,311.89,245.07,331.62
10.018,46.243,315.54,245.55,332.15
8.8433,46.239,316.82,245.98,332.57
9.1198,46.229,319.88,246.37,332.93
6.6759,46.301,356.99,246.79,333.29
6.6602,46.378,341.86,247.19,333.31
7.0683,46.951,1.3799,247.57,333.43
8.1684,47.752,17.193,247.99,333.42
7.5159,48.788,21.971,248.46,333.28
9.0481,50.258,51.327,248.88,333.11
9.37,51.453,46.94,249.22,332.68
7.9264,53.253,51.905,249.6,332.27
9.0521,54.026,47.787,249.89,331.9
10.214,53.477,44.594,250.26,331.5
15.295,51.221,62.775,250.69,331.07
19.186,48.924,66.772,251.11,330.25
20.43,46.939,65.045,251.57,329.19
21.917,44.473,65.211,252.08,328.08
25.049,41.654,68.296,252.64,326.89
24.082,37.295,64.156,253.19,325.49
26.407,32.221,67.163,253.82,324.19
22.933,26.052,60.501,254.44,322.73
24.696,18.232,58.435,255.11,321.53
24.098,7.2473,52.946,255.89,320.27
25.114,353.86,54.95,256.76,319.12
25.747,341.72,55.737,257.63,317.88
23.564,330.79,39.779,258.5,316.61
23.884,317.83,24.557,259.58,315.7
28.104,306.16,15.096,260.89,315.11
31.621,297.17,3.8386,262.51,314.67
33.191,292.38,6.4242,264.41,314.54
37.432,289.71,9.6659,266.39,314.32
40.885,289.27,3.2767,268.6,313.94
45.184,289.64,355.71,271.05,313.8
50.165,290.82,344.84,273.75,314
56.391,291.52,336.68,276.66,314.79
58.579,291.38,334.55,279.77,316.13
60.895,290.49,332.27,282.94,317.64
63.206,289.4,328.59,286.17,319.34
67.118,287.29,323.2,289.41,321.32
66.023,283.77,324.89,292.63,323.73
64.94,281.91,324.8,295.87,326.01
66.208,280.53,322.27,299.06,328.25
65.09,279.3,321.84,302.2,330.68
69.805,278.23,317.77,305.27,333.1
71.311,277.79,315.91,308.37,335.91
64.654,278.66,319.47,311.45,338.89
57.852,281.41,318.95,314.39,341.41
51.971,287.56,318.71,317.01,343.69
47.976,300.71,317.05,319.35,345.75
47.157,341.95,312.18,321.46,347.71
46.08,34.509,308.92,323.36,349.8
42.468,54.264,304.9,325.1,351.96
35.774,63.565,302.7,326.56,354.05
29.636,70.997,300.53,327.72,355.85
23.384,77.005,296.14,328.62,357.38
22.073,82.561,292.29,329.24,358.64
18.966,85.844,291.75,329.74,359.87
15.793,88.422,294.9,330.16,360.93
9.1671,90.103,313.15,330.56,361.78
10.709,91.137,298.26,330.94,362.19
9.7015,92.551,315.86,331.24,362.75
8.1751,92.82,344.76,331.66,363.16
9.3416,92.41,354.34,332.13,363.29
10.703,91.097,14.127,332.69,363.34
13.518,89.678,24.547,333.31,363.18
12.083,88.06,9.0765,334.05,362.85
15.42,86.604,13.397,334.77,362.73
16.051,85.576,15.287,335.67,362.52
16.263,83.35,17.819,336.6,362.27
19.098,77.871,17.163,337.52,361.97
18.929,47.978,24.873,338.62,361.63
20.887,316.47,37.454,339.65,361.15
20.811,295.69,27.831,340.64,360.39
21.082,290.36,16.375,341.75,359.81
21.299,289.79,21.061,342.96,359.45
21.353,289.72,17.146,344.15,358.99
21.909,290.44,17.177,345.38,358.61
19.881,291.44,15.293,346.63,358.22
20.903,292.41,15.025,347.79,357.91
22.008,293.64,19.565,349,357.58
21.306,294.73,22.771,350.24,357.14
20.843,295.73,26.03,351.42,356.65
20.45,296.88,29.426,352.54,356.1
18.834,298.28,31.764,353.61,355.5
18.708,299.39,35.066,354.57,354.9
17.364,300.69,34.288,355.49,354.26
17.075,301.68,36.953,356.35,353.67
16.663,302.91,35.027,357.17,353.05
18.405,304.24,38.126,357.99,352.48
16.479,305.69,36.989,358.86,351.8
18.842,306.86,27.899,359.65,351.2
15.948,308.22,12.379,360.65,350.67
16.377,309.11,31.127,361.58,350.47
17.303,310.29,40.472,362.42,349.96
16.169,311.45,41.035,363.21,349.29
17.068,312.24,46.664,363.94,348.65
15.496,313.1,45.743,364.65,347.9
17.948,313.8,49.258,365.3,347.24
17.212,314.58,53.389,366,346.42
15.406,314.93,51.94,366.61,345.59
15.962,315.77,52.593,367.18,344.87
11.844,316.96,57.637,367.77,344.11
11.745,317.96,69.666,368.15,343.51
11.904,318.96,77.645,368.39,342.84
9.2808,320.34,93.776,368.54,342.15
12.432,321.85,104.7,368.51,341.59
14.192,323.85,124.65,368.32,340.87
18.218,325.68,131.27,367.83,340.17
17.447,327.3,125.66,367.11,339.35
24.386,329.55,132,366.5,338.5
22.617,331.54,130.66,365.52,337.41
23.302,333.65,119.54,364.64,336.38
23.737,336.34,119.68,363.95,335.16
26.762,338.77,117.09,363.25,333.93
26.354,340.59,111.97,362.51,332.5
26.036,342.57,109.61,361.92,331.03
27.836,343.78,112.5,361.4,329.56
29.697,345.44,115.03,360.76,328.02
28.55,347.52,110.12,360.01,326.4
27.199,350.53,109.89,359.42,324.79
27.136,352.6,111.62,358.86,323.26
26.154,354.72,103.38,358.26,321.74
25.074,356.48,95.418,357.9,320.22
24.616,358.08,91.124,357.76,318.72
25.439,359.8,84.264,357.73,317.24
23.561,1.2686,88.732,357.88,315.72
25.564,2.1921,69.826,357.91,314.31
24.876,3.5508,63.844,358.44,312.87
21.682,4.8875,69.522,359.1,311.53
22.097,6.446,56.909,359.55,310.31
18.973,7.5591,68.723,360.28,309.2
17.034,8.8181,76.759,360.69,308.14
15.625,9.5742,77.682,360.92,307.15
11.432,10.11,81.851,361.12,306.23
12.217,9.9888,110.43,361.22,305.55
12.935,10.098,104.07,360.97,304.87
12.818,10.337,84.417,360.78,304.11
9.4532,10.119,70.905,360.85,303.35
8.417,9.8539,81.915,361.04,302.81
8.5057,9.8729,107.42,361.11,302.31
9.4506,10.34,111.82,360.96,301.82
10.144,10.918,87.271,360.74,301.3
9.9855,11.12,120.08,360.77,300.69
10.976,11.503,87.478,360.47,300.17
11.801,11.707,91.058,360.5,299.51
12.457,11.862,68.929,360.49,298.81
11.215,11.883,85.739,360.76,298.11
11.795,11.773,104.01,360.81,297.44
11.158,11.243,99.524,360.64,296.75
10.997,10.3,94.592,360.53,296.09
12.844,9.57,74.345,360.47,295.43
12.411,9.2965,80.793,360.68,294.69
10.472,9.2089,91.793,360.8,293.95
13.976,9.3099,86.424,360.78,293.33
15.55,9.9309,67.269,360.83,292.49
16.61,9.8794,68.548,361.19,291.63
16.878,9.5561,65.434,361.56,290.7
18.429,9.4519,61.42,361.98,289.78
17.98,9.3058,65.811,362.51,288.81
19.398,8.8432,64.124,362.95,287.83
17.259,7.9229,65.557,363.46,286.78
15.91,6.7658,91.657,363.89,285.84
16.215,6.0402,92.19,363.86,284.88
18.316,5.2687,122.32,363.82,283.91
15.125,4.3903,119.58,363.23,282.98
15.313,3.255,111.01,362.79,282.19
13.417,2.184,113.32,362.46,281.33
13.595,0.75165,89.442,362.14,280.59
12.926,359.83,79.129,362.15,279.78
12.991,358.78,65.222,362.29,279.02
11.379,357.66,75.249,362.62,278.31
9.5776,356.16,61.327,362.79,277.65
11.865,355.18,53.082,363.07,277.15
7.8762,354.55,71.133,363.5,276.58
6.0128,353.67,39.926,363.65,276.13
2.345,353.66,294.95,363.93,275.9
9.0651,354.08,214.12,363.99,276.02
7.1773,354.62,218.52,363.53,276.33
7.8407,355.69,217.94,363.2,276.6
8.3516,356.95,239.39,362.83,276.89
7.9846,358.49,256.75,362.57,277.32
10.506,0.22277,270.6,362.46,277.79
10.19,1.9306,282.99,362.47,278.42
14.718,3.1255,295.09,362.61,279.01
11.527,4.0303,287.32,362.98,279.81
13.211,4.9436,272.7,363.19,280.47
11.358,6.0007,268.71,363.22,281.26
12.152,6.9654,262.77,363.21,281.94
10.637,8.123,247.08,363.12,282.67
12.753,9.3067,238.48,362.87,283.26
13.196,10.482,236.51,362.47,283.91
11.393,11.515,243.22,362.03,284.57
9.6421,12.529,246.68,361.72,285.18
7.9851,13.615,284.98,361.49,285.71
6.1972,14.664,284.33,361.62,286.17
4.647,15.657,305.79,361.71,286.53
7.7324,16.301,2.9461,361.87,286.76
4.5249,16.681,3.3568,362.34,286.73
5.8827,17.078,348.62,362.61,286.72
6.0105,17.521,13.947,362.95,286.79
3.4035,17.796,44.076,363.3,286.7
5.4553,17.854,94.838,363.45,286.56
5.6832,17.752,87.414,363.42,286.23
9.4053,17.684,95.039,363.44,285.89
8.8999,17.682,99.219,363.39,285.33
12.788,17.877,77.336,363.3,284.8
14.421,17.779,61.871,363.47,284.06
14.478,17.391,58.999,363.88,283.29
11.879,16.828,52.19,364.33,282.55
11.645,16.412,57.926,364.76,281.98
11.766,16.229,60.278,365.13,281.39
12.625,15.907,66.012,365.48,280.78
12.194,15.632,72.416,365.79,280.09
10.103,15.93,73.612,366.01,279.39
10.332,15.799,81.461,366.18,278.81
10.055,15.536,83.999,366.28,278.2
7.6553,15.627,78.439,366.34,277.6
5.4836,15.688,89.107,366.43,277.15
6.6847,15.953,101.19,366.44,276.82
4.704,16.344,130.1,366.36,276.42
3.5519,17.06,107.88,366.18,276.21
1.9435,17.945,41.106,366.11,276
0.89259,19.184,350.49,366.2,275.93
1.6974,20.364,275.54,366.25,275.94
3.3761,21.593,285.39,366.26,276.04
7.5688,22.392,242.75,366.32,276.23
11.743,23.319,229.44,366.11,276.64
11.445,24.813,225.74,365.65,277.17
11.47,26.442,221.09,365.17,277.66
12.043,28.173,227.33,364.65,278.12
11.684,29.779,231.98,364.16,278.65
13.316,31.385,232.2,363.73,279.2
13.695,33.022,234.1,363.24,279.83
14.326,34.035,234.2,362.76,280.5
13.153,35.136,229.18,362.26,281.19
13.905,36.044,227.29,361.74,281.79
12.286,36.586,223.25,361.17,282.4
11.591,37.244,219.46,360.64,282.91
9.18,37.631,220.15,360.1,283.35
6.8071,38.008,216.34,359.68,283.71
6.4245,38.255,218.9,359.35,283.95
6.9674,38.432,231.9,359.05,284.19
8.2071,38.484,238.76,358.79,284.52
8.6918,38.89,244.58,358.54,284.94
10.062,39.41,233.31,358.31,285.41
12.752,40.426,234.92,357.95,285.9
15.141,41.711,229.73,357.51,286.52
19.015,43.385,235.41,356.93,287.21
20.687,45.125,231.26,356.28,288.15
22.38,46.885,228.79,355.5,289.12
25.469,49.005,223.93,354.62,290.13
27.088,51.519,223.47,353.52,291.19
28.431,54.031,222.86,352.34,292.31
29.38,56.632,222.08,351.09,293.47
30.615,59.531,224.58,349.78,294.65
30.111,62.331,222.62,348.47,295.94
34.514,65.246,220.51,347.14,297.16
34.669,68.627,219.01,345.57,298.51
37.043,71.776,219.12,343.95,299.82
38.876,75.088,220.77,342.22,301.22
39.409,78.12,220.11,340.46,302.75
40.529,80.825,215.93,338.65,304.27
41.021,83.341,212.51,336.68,305.7
41.655,85.605,209.18,334.6,307.02
41.838,87.622,209.14,332.42,308.24
40.307,89.51,203.6,330.23,309.46
39.23,90.966,200.99,328.01,310.43
39.182,92.224,195.44,325.82,311.27
38.153,93.626,194.25,323.55,311.9
36.944,94.731,192.59,321.33,312.46
35.581,95.411,192.17,319.17,312.94
34.223,95.721,190.18,317.08,313.39
35.206,95.587,187.95,315.06,313.76
36.706,95.362,185.55,312.97,314.05
36.168,95.129,184.28,310.78,314.26
34.686,95.014,183.14,308.61,314.42
31.887,94.873,179.34,306.53,314.54
30.71,94.559,178.63,304.62,314.52
30.199,94.337,175.38,302.78,314.47
30.882,94.051,169.2,300.97,314.33
30.526,93.716,166.93,299.15,313.98
29.407,93.305,165.55,297.37,313.56
27.61,92.786,163.66,295.66,313.12
26.622,92.006,163.15,294.07,312.66
26.682,91.16,157.8,292.54,312.19
27.024,90.286,157.1,291.06,311.59
26.487,89.595,155.59,289.57,310.96
25.537,88.882,153.54,288.12,310.3
25.516,88.039,149.95,286.75,309.62
27.072,87.171,147.22,285.42,308.85
28.289,86.598,144.22,284.06,307.97
30.836,86.224,139.51,282.68,306.98
30.087,86.189,138.78,281.27,305.78
30.792,86.398,134.42,279.91,304.59
31.924,86.426,136.66,278.62,303.27
33.064,86.456,137.56,277.23,301.96
33.531,86.391,138.47,275.76,300.62
34.836,86.122,136.34,274.26,299.28
35.216,85.578,137.99,272.75,297.84
35.87,85.231,136.85,271.18,296.43
36.537,84.901,135.74,269.61,294.95
37.217,84.593,134.68,268.04,293.42
38.944,84.309,133.18,266.47,291.84
37.562,84.171,134.16,264.87,290.13
37.25,83.909,132.58,263.3,288.52
35.886,83.471,132.48,261.78,286.87
35.561,82.831,131.91,260.33,285.28
34.923,82.111,130.73,258.9,283.69
34.542,81.221,131.05,257.54,282.11
33.487,80.539,132.11,256.18,280.54
34.062,79.981,131.8,254.83,279.05
31.547,79.557,134.43,253.47,277.53
30.793,79.021,134.2,252.14,276.18
29.352,78.454,135.27,250.85,274.85
28.604,77.823,133.68,249.6,273.61
28.183,77.1,135.5,248.42,272.37
27.089,76.513,136,247.21,271.19
26.024,75.888,138.04,246.04,270.06
24.604,75.29,136.35,244.88,269.01
22.656,74.589,136.32,243.81,268
20.86,74.066,135.85,242.83,267.06
18.579,73.648,136.83,241.93,266.19
17.273,73.38,134.63,241.12,265.42
17.209,73.163,132.16,240.39,264.69
15.895,73.172,133.62,239.7,263.92
15.582,73.232,131.78,239.04,263.23
17.401,73.548,133.36,238.42,262.53
17.133,74.079,137.08,237.7,261.77
15.789,74.682,155.18,236.95,261.07
16.341,75.125,164.72,236.09,260.68
16.486,75.434,169.91,235.14,260.42
17.737,75.675,171.99,234.17,260.24
18.184,75.99,170.43,233.11,260.1
19.38,76.239,173.71,232.04,259.91
20.186,76.544,175.15,230.88,259.79
20.979,76.834,177.79,229.67,259.68
20.391,77.085,170.72,228.42,259.64
20.366,77.082,160.24,227.21,259.44
20.74,77.005,160.22,226.06,259.03
21.042,76.868,165.27,224.89,258.6
21.577,76.73,167.32,223.67,258.28
22.839,76.286,174.48,222.4,258
24.768,75.935,189.67,221.04,257.87
22.611,75.638,180.73,219.58,258.12
21.184,75.228,173.58,218.22,258.13
21.052,74.805,173.54,216.96,257.99
17.52,74.14,174.98,215.7,257.85
17.239,73.235,178.84,214.65,257.76
15.751,72.724,155.68,213.62,257.74
13.639,72.154,143.08,212.76,257.35
12.314,71.862,134.54,212.1,256.86
10.293,71.457,124.89,211.59,256.33
7.5051,71.021,121.57,211.23,255.82
7.8683,70.569,100.9,211,255.44
9.6484,70.242,86.157,210.91,254.98
9.4041,70.038,71.955,210.95,254.4
7.4208,69.93,70.12,211.12,253.86
3.2595,69.976,33.502,211.27,253.44
4.0429,70.308,40.627,211.44,253.33
1.8695,70.728,358.56,211.62,253.18
5.9276,70.989,270.52,211.73,253.18
2.4343,71.44,29.52,211.74,253.54
10.221,71.825,66.561,211.86,253.46
5.9893,71.991,53.355,212.11,252.9
2.4525,72.137,47.189,212.32,252.61
2.5099,72.196,19.391,212.42,252.5
1.1838,72.377,4.5855e-11,212.56,252.45
2.8181,72.467,58.045,212.63,252.45
1.1838,72.465,360,212.72,252.31
0.49558,72.555,315,212.79,252.31
1.2785,72.674,292.19,212.82,252.33
1.3229,72.612,264.25,212.84,252.4
1.1783,72.765,245.81,212.84,252.48
1.1785,72.841,225,212.81,252.55
4.2383,72.841,250.35,212.76,252.6
2.0443,72.782,234.62,212.67,252.84
4.0117,72.691,249.19,212.6,252.94
2.9736,72.646,217.23,212.52,253.16
5.0621,72.408,242.12,212.37,253.27
0.68681,72.183,176.08,212.23,253.54
4.8034,71.996,80.948,212.19,253.53
1.4883,71.884,98.421,212.24,253.25
3.0307,71.808,266.69,212.22,253.16
2.0473,71.808,260.14,212.21,253.34
1.2756,71.75,229.21,212.19,253.46
1.0889,71.694,229.94,212.14,253.52
1.0798,71.522,206.57,212.1,253.57
2.2653,71.665,274.44,212.04,253.6
0.68293,71.722,225,212.05,253.74
0.59665,71.78,215.97,212.02,253.77
2.1723,71.895,253.54,211.99,253.79
0.85112,72.153,235.43,211.96,253.91
1.089,72.295,80.741,211.93,253.95
1.3621,72.352,284.91,211.94,253.89
1.0144,72.411,83.833,211.96,253.97
1.1912,72.527,96.385,211.97,253.91
1.2547,72.673,85.017,211.96,253.84
1.1912,72.804,263.61,211.96,253.76
0.81628,73.004,126.27,211.96,253.83
0.97485,73.105,262.19,211.93,253.79
4.105,73.226,256.28,211.92,253.85
7.241,73.271,255.49,211.86,254.09
3.8368,73.237,248.88,211.75,254.51
1.2756,73.143,229.21,211.67,254.73
1.7352,73.087,253.84,211.62,254.78
1.7352,73.18,253.84,211.59,254.88
1.5737,73.273,257.13,211.56,254.98
1.3179,73.236,182.88,211.54,255.08
2.2031,73.301,257.34,211.46,255.08
1.7031,73.366,258.13,211.43,255.21
1.1326,73.273,137.37,211.41,255.31
1.2756,73.245,229.21,211.36,255.26
3.0411,73.188,244.35,211.31,255.32
1.3621,73.268,194.91,211.23,255.48
1.5579,73.39,212.34,211.15,255.51
3.0217,73.483,260.8,211.07,255.56
3.0217,73.55,260.8,211.05,255.73
0.4829,73.616,270,211.02,255.91
0,73.588,0,211.02,255.94
0.49558,73.588,225,211.02,255.94
4.3997,73.522,80.42,211,255.96
6.4016,73.489,74.764,211.04,255.7
4.6444,73.698,81.027,211.14,255.33
0.4829,73.812,180,211.18,255.06
4.737e-13,73.901,0,211.15,255.06
0.61538,73.901,180,211.15,255.06
0.59665,74.17,35.967,211.12,255.06
1.768,74.055,281.43,211.15,255.04
0.59665,74.119,144.03,211.17,255.14
0.37463,74.183,339.29,211.14,255.12
0.13247,74.222,270,211.16,255.13
1.8576,74.171,82.532,211.16,255.14
1.5048,74.113,71.282,211.17,255.03
1.1856,74.009,86.797,211.2,254.94
0.59665,73.893,234.03,211.21,254.87
0.4829,73.776,180,211.19,254.9
1.7031,73.866,101.87,211.16,254.9
1.4294,73.776,94.373,211.14,254.8
1.0798,73.626,296.57,211.13,254.71
0.50074,73.482,105.34,211.16,254.77
1.0592e-12,73.691,206.57,211.15,254.74
0.18735,73.691,315,211.15,254.74
0.13247,73.455,270,211.16,254.75
0.50074,73.401,164.66,211.16,254.76
9.4739e-13,73.546,270,211.13,254.75
1.4211e-12,73.546,90,211.13,254.75
0.96314,73.546,210.09,211.13,254.75
0.59665,73.519,125.97,211.08,254.78
0.50074,73.455,15.34,211.06,254.75
2.3504,73.418,235.94,211.09,254.74
8.1904,73.337,259.81,211.01,254.86
4.2837,73.263,263.53,210.92,255.34
0.68293,73.23,45,210.89,255.6
1.1856,73.164,266.8,210.92,255.57
1.651,73.287,300.32,210.92,255.64
0.61538,73.301,0,210.97,255.72
0.4829,73.02,0,211,255.72
3.5081,72.926,254.02,211.03,255.72
7.1641,72.946,250.3,210.98,255.93
3.0149,73.083,253.95,210.83,256.33
0,72.905,0,210.78,256.51
0.49558,72.905,315,210.78,256.51
2.0473,73.032,279.86,210.8,256.53
0.8438,73.159,350.97,210.82,256.65
0.68293,73.1,135,210.87,256.66
0.50074,73.227,285.34,210.84,256.63
1.7686,73.002,289.55,210.85,256.66
0.68293,73.051,315,210.89,256.76
0.68293,72.924,225,210.92,256.78
2.1181,72.991,66.832,210.89,256.81
6.3254,73.179,72.848,210.94,256.7
2.5208,73.287,73.301,211.05,256.33
1.6253,73.287,267.66,211.09,256.19
1.4337,73.31,23.356,211.09,256.29
0.50436,73.101,34.296,211.17,256.25
0.4829,73.044,180,211.19,256.24
0.49558,73.139,135,211.16,256.24
2.6572,73.014,66.142,211.14,256.21
7.3716,73.178,78.666,211.21,256.07
3.3884,73.255,73.439,211.29,255.63
0.8438,73.209,80.967,211.35,255.44
1.1082,73.027,161.57,211.36,255.39
2.4947,72.726,108.37,211.3,255.37
1.8213,72.032,144.74,211.25,255.23
4.8489,71.128,205.71,211.16,255.16
8.6204,70.269,186.38,210.9,255.29
9.575,69.578,168.56,210.38,255.35
11.253,68.627,153.67,209.82,255.23
10.799,67.405,135.09,209.22,254.93
14.927,65.36,114.44,208.76,254.48
18.197,62.707,109.62,208.39,253.66
19.563,59.751,107.32,208.02,252.63
23.701,56.804,99.617,207.67,251.51
24.852,53.411,96.666,207.43,250.11
27.069,49.992,92.067,207.26,248.63
29.888,46.36,86.615,207.2,247.01
30.336,42.517,82.505,207.31,245.22
30.363,38.836,79.071,207.54,243.41
31.738,34.688,74.922,207.89,241.62
31.989,30.601,71.267,208.39,239.78
32.676,26.761,70.376,209,237.97
33.407,23.227,67.115,209.66,236.12
33.312,19.847,65.98,210.44,234.27
32.909,16.81,62.7,211.25,232.45
38.028,14.011,58.047,212.16,230.69
38.832,11.874,53.267,213.37,228.76
38.645,10.493,51.069,214.76,226.89
34.8,9.3917,44.682,216.22,225.09
31.913,8.427,43.18,217.7,223.62
26.683,7.3996,36.501,219.1,222.31
24.607,6.2691,33.654,220.39,221.35
22.057,5.5275,28.238,221.61,220.54
17.402,4.946,20.349,222.78,219.91
14.245,4.665,10.825,223.76,219.55
11.904,4.6158,11.471,224.6,219.39
8.3055,4.4337,349.19,225.3,219.24
5.4425,4.2937,336.74,225.79,219.34
3.4919,4.2027,305.28,226.09,219.47
5.3859,4.3005,244.66,226.21,219.64
8.3213,4.5297,206.28,226.07,219.93
9.6175,4.7128,210.4,225.62,220.15
4.5779,4.9989,216.42,225.13,220.44
5.2718,5.2768,211.04,224.9,220.61
5.5954,5.5536,177.96,224.63,220.77
7.2857,5.8341,191.09,224.3,220.76
6.2999,6.2241,196.15,223.87,220.84
12.765,6.6654,197.8,223.51,220.95
9.2974,7.167,192.38,222.78,221.18
7.131,7.6622,209.87,222.23,221.3
6.8156,7.9379,220.04,221.86,221.51
7.9795,8.1847,239.63,221.55,221.78
7.0626,8.4428,245.02,221.31,222.19
10.897,8.8376,231.56,221.13,222.57
9.3121,9.5281,264.41,220.72,223.09
10.23,9.8216,276.15,220.67,223.64
11.525,10.8,282.45,220.73,224.25
14.182,11.647,284.38,220.88,224.93
14.009,12.731,285.43,221.09,225.75
14.461,13.768,297.1,221.32,226.56
17.595,15.188,300.63,221.71,227.33
17.089,16.414,298.69,222.25,228.24
16.91,18.068,277.24,222.74,229.14
17.35,20.142,272.92,222.87,230.15
20.011,22.934,269.66,222.92,231.19
19.121,25.828,268.13,222.91,232.39
21.57,29.069,263.17,222.88,233.54
25.921,32.11,273.54,222.72,234.82
21.222,34.172,265.35,222.82,236.37
24.991,37.698,258.73,222.72,237.64
21.535,41.726,256.17,222.42,239.11
20.888,46.577,255.35,222.11,240.37
20.246,51.652,254.49,221.8,241.58
16.554,56.969,267.72,221.47,242.75
17.594,61.106,249,221.43,243.74
17.033,66.491,247.53,221.05,244.73
17.29,71.674,243.63,220.66,245.67
15.694,77.062,241.86,220.2,246.6
15.034,82.128,241.72,219.76,247.43
13.992,86.881,240.71,219.33,248.23
13.258,91.268,244.38,218.92,248.96
12.118,95.315,245.78,218.58,249.68
11.142,99.015,249.73,218.28,250.34
10.461,102.43,253.53,218.05,250.97
8.4453,105.49,253.93,217.87,251.57
9.0666,108.4,260.75,217.73,252.06
5.9526,110.6,273.37,217.64,252.59
3.0339,112.29,29.537,217.66,252.95
5.414,113.24,297.96,217.82,252.86
3.2133,114.41,11.041,217.97,253.15
4.0384,115.07,327.84,218.16,253.11
3.6861,115.55,357.94,218.37,253.24
4.2363,115.71,338.77,218.59,253.25
5.0123,115.37,355.99,218.82,253.34
5.1444,115.33,356.09,219.12,253.36
4.1814,115.12,4.8074,219.43,253.38
5.1093,115.16,20.618,219.68,253.36
4.623,114.82,16.542,219.97,253.25
4.6759,114.44,29.212,220.24,253.17
2.6005,113.89,21.801,220.48,253.04
1.3749,113.37,73.199,220.63,252.98
1.8415,112.81,128.12,220.65,252.9
3.6464,112,175.83,220.58,252.81
8.3035,111.15,226.67,220.36,252.8
12.868,110.54,234.38,220.02,253.16
18.646,109.9,237.43,219.57,253.79
15.774,109.66,218.19,218.97,254.73
17.317,108.7,208.34,218.22,255.31
16.15,107.21,189.38,217.31,255.81
16.744,105.06,180,216.35,255.96
18.93,102.39,176.41,215.35,255.96
21.092,99.806,172.47,214.22,255.89
22.912,96.981,170.2,212.96,255.73
25.441,94.236,168.67,211.61,255.49
25.949,91.179,164.01,210.11,255.19
27.118,88.118,161.03,208.61,254.76
26.825,84.848,158.42,207.07,254.24
27.164,81.804,154.87,205.58,253.64
25.293,78.895,153.21,204.1,252.95
25.293,76.076,146.3,202.75,252.27
23.988,73.565,140.62,201.49,251.43
22.988,71.06,136.92,200.37,250.51
23.35,69.166,131.94,199.37,249.57
24.314,67.406,130.48,198.43,248.53
30.421,66.233,114.93,197.48,247.42
38.705,65.718,105.03,196.71,245.76
34.368,65.714,107,196.11,243.52
32.343,65.516,107.46,195.51,241.55
28.55,65.228,110.17,194.93,239.7
27.776,64.83,113.45,194.33,238.09
26.255,64.611,114.89,193.67,236.56
25.9,64.393,113.88,193.01,235.13
24.282,64.438,113.42,192.38,233.71
22.66,64.647,112.3,191.8,232.37
19.675,65.072,113.94,191.28,231.12
18.62,65.198,111.86,190.81,230.04
16.442,65.662,119.58,190.39,229
16.533,65.999,123.32,189.9,228.14
17.222,66.471,131.08,189.36,227.31
17.455,66.596,138.06,188.68,226.53
19.696,66.683,146.63,187.9,225.83
20.657,66.945,147.22,186.91,225.18
21.18,66.733,148.55,185.87,224.51
23.011,66.27,135.14,184.79,223.85
