speed,direction,direction_disp,x,y
13.581,270.64,298.94,367.44,171.19
10.652,268.85,294.77,367.84,171.9
12.732,267.6,281.86,368.11,172.48
10.282,267.42,283.85,368.26,173.23
10.639,269,275,368.41,173.83
11.074,271.27,265.68,368.47,174.46
14.445,271.36,263,368.42,175.13
19,268.78,246.72,368.31,175.99
23.443,265.11,247.95,367.86,177.03
25.598,261.75,244.07,367.33,178.34
27.72,257.84,244.59,366.66,179.72
29.229,254.08,247.77,365.95,181.22
30.493,250.05,246.77,365.28,182.84
30.512,245.6,246.07,364.56,184.53
30.445,241.04,245.74,363.82,186.2
29.717,235.76,244.36,363.07,187.86
30.281,230.29,243.12,362.3,189.47
29.334,224.28,238.43,361.48,191.09
28.683,218.4,231.49,360.56,192.59
26.757,211.29,226.04,359.48,193.94
26.801,206.9,222.46,358.37,195.09
30.311,204.55,209.54,357.18,196.18
32.072,203.51,200.47,355.6,197.08
29.628,203.66,205.59,353.8,197.75
27.072,208.72,216.06,352.19,198.52
25.392,215.6,209.08,350.88,199.47
24.138,217.32,201.25,349.55,200.21
19.37,214.2,184.89,348.2,200.74
19.909,205.63,168.97,347.04,200.84
20.091,196.48,163.86,345.87,200.61
23.212,187.07,160.88,344.71,200.27
25.548,177.77,163,343.4,199.82
27.69,169.45,159.67,341.93,199.37
29.563,161.44,162,340.37,198.79
29.609,154.57,164.33,338.69,198.24
30.59,148.43,162.45,336.97,197.76
30.239,143.65,161.54,335.22,197.21
28.868,139.41,160.63,333.5,196.64
29.383,135.21,162.79,331.87,196.06
29.519,132.27,168.12,330.19,195.54
29.924,131.6,167.57,328.45,195.18
22.528,132.62,175.12,326.7,194.79
18.611,133.65,184.75,325.35,194.68
23.34,133.87,180.42,324.24,194.77
28.158,134.21,177.56,322.84,194.78
25.092,134.61,187.02,321.15,194.71
22.883,135,198.69,319.66,194.89
21.792,135.47,212.16,318.36,195.33
22.853,136.15,221.6,317.25,196.03
22.132,137.21,222.89,316.22,196.94
20.451,139.06,222.45,315.25,197.84
16.299,141.22,207.58,314.35,198.67
16.248,143.87,208.43,313.48,199.12
13.559,147.9,177.17,312.62,199.59
15.174,150.65,173.53,311.81,199.54
16.713,147.36,186.31,310.9,199.44
18.239,138.87,174.19,309.91,199.55
19.841,128.43,168.77,308.82,199.44
20.268,116.96,182.24,307.65,199.21
20.011,107,156.76,306.44,199.26
21.936,93.562,138.7,305.33,198.78
26.017,81.139,135.73,304.34,197.91
28.88,71.444,131.2,303.23,196.83
31.53,63.612,131.28,302.08,195.52
34.18,57.947,131.34,300.84,194.1
37.206,53.863,131.78,299.48,192.56
44.187,54.704,130.68,297.99,190.9
48.868,59.145,131.42,296.27,188.88
54.094,65.45,129.84,294.33,186.69
56.613,70.444,130.43,292.25,184.19
58.78,73.899,130.52,290.05,181.61
58.883,76.026,132.98,287.75,178.93
61.15,77.405,132.89,285.34,176.34
59.861,78.131,137.17,282.85,173.65
60.512,78.412,135.61,280.21,171.21
63.474,78.173,133.49,277.62,168.67
60.519,78.013,136.2,275,165.91
60.884,77.853,136.99,272.38,163.4
66.692,77.712,132.33,269.71,160.9
65.145,77.519,138.97,267.01,157.95
65.292,77.269,144.57,264.06,155.38
64.801,77.057,143.88,260.87,153.11
64.882,76.487,145.21,257.73,150.82
63.772,75.797,146.78,254.53,148.6
63.24,75.204,144.71,251.33,146.5
60.726,74.492,144.55,248.23,144.31
59.067,73.657,143.24,245.27,142.2
57.8,72.786,144.35,242.43,140.07
56.372,72.012,144.08,239.61,138.05
52.497,71.056,143.08,236.87,136.07
48.449,70.254,142.47,234.35,134.18
42.022,69.763,140.84,232.05,132.41
38.995,69.239,139.2,230.09,130.81
35.698,69.182,139.18,228.32,129.29
33.995,69.092,138.56,226.7,127.89
30.311,69.182,136.58,225.17,126.54
29.514,69.092,136.99,223.85,125.29
26.806,69.614,136.46,222.55,124.08
23.439,70.046,137.5,221.39,122.97
19.205,70.32,136.58,220.35,122.02
16.034,70.53,131.46,219.51,121.23
13.168,70.775,135.07,218.88,120.51
13.363,71.348,131.55,218.32,119.95
12.449,72.094,126.56,217.79,119.35
12.099,72.564,130.75,217.34,118.75
13.451,73.13,131.97,216.87,118.2
12.865,74.082,138.34,216.33,117.6
13.406,75.256,130.9,215.75,117.09
11.056,76.575,130.03,215.22,116.48
10.922,77.898,134.05,214.8,115.97
8.591,79.268,145.87,214.34,115.5
14.457,80.418,135.5,213.92,115.21
13.687,81.577,139.43,213.3,114.6
12.274,82.136,143.88,212.67,114.07
12.586,82.6,138.54,212.08,113.63
12.947,83.019,149.01,211.51,113.13
14.054,83.438,143.63,210.85,112.73
15.011,83.543,144.03,210.17,112.23
12.928,83.66,149.52,209.44,111.7
13.518,83.834,138.55,208.77,111.31
14.93,84.076,137.26,208.16,110.77
14.48,84.305,141.4,207.5,110.17
13.017,84.388,140.19,206.83,109.62
11.308,84.388,152.66,206.23,109.12
9.9889,84.558,184.56,205.62,108.81
10.716,84.705,189.46,205.02,108.86
9.1965,84.644,186.18,204.39,108.97
7.5866,84.194,179,203.84,109.02
8.4773,83.66,195.29,203.39,109.02
9.3577,83.102,188.61,202.9,109.15
10.046,82.609,172.2,202.34,109.23
9.7713,81.969,215.69,201.74,109.15
10.606,81.36,229.53,201.27,109.5
10.571,81.108,237.36,200.85,109.98
11.964,80.964,243.43,200.51,110.51
11.317,80.893,251,200.19,111.16
12.274,80.823,258.25,199.97,111.8
12.877,80.839,266.29,199.82,112.52
11.002,80.856,264.05,199.77,113.29
14.042,81.036,268.03,199.7,113.95
14.059,81.171,273.4,199.67,114.79
14.466,81.203,276.09,199.72,115.63
15.055,81.454,279.05,199.82,116.49
13.404,81.688,285.56,199.96,117.39
13.194,81.902,290.87,200.17,118.16
14.734,82.045,289.17,200.46,118.9
14.149,82.257,289.55,200.75,119.73
13.329,82.652,288.6,201.03,120.53
10.645,83.123,294.97,201.28,121.29
11.823,83.56,293.61,201.55,121.87
12.023,83.959,293.19,201.84,122.52
9.9625,84.389,293.06,202.12,123.18
7.8648,84.787,287.52,202.36,123.73
5.9273,84.987,280.22,202.5,124.18
4.5224,85.286,272.76,202.56,124.53
3.6861,85.594,267.94,202.57,124.81
3.8467,85.801,262.79,202.57,125.03
3.5838,85.893,248.45,202.54,125.26
4.8541,85.993,260.11,202.46,125.46
1.8634,85.972,243.43,202.41,125.74
3.7073,85.972,249.2,202.36,125.84
0.998,86.058,213.38,202.28,126.05
1.8614,86.044,225,202.23,126.08
2.2292,86.139,216.19,202.15,126.16
3.6024,86.335,115.34,202.04,126.24
5.641,86.291,104.55,201.95,126.05
4.153,86.225,115.31,201.87,125.72
2.2359,86.141,164.02,201.76,125.49
2.0473,86.256,189.86,201.63,125.46
1.7352,86.167,163.84,201.51,125.48
2.2113,86.173,210.36,201.41,125.45
2.3054,86.233,158.81,201.29,125.52
1.9308,86.329,111.28,201.17,125.47
1.7702,86.151,131.97,201.12,125.36
1.4477,86.063,144.86,201.05,125.28
1.7031,85.968,168.13,200.98,125.23
1.4912,85.962,118.03,200.88,125.21
0.70816,85.779,240.34,200.84,125.13
1.833,85.663,101.02,200.82,125.17
1.7031,85.583,168.13,200.8,125.06
1.3621,85.576,104.91,200.7,125.04
1.6142,85.489,238.92,200.68,124.96
1.2756,85.474,130.79,200.63,125.04
0.78358,85.489,116.57,200.58,124.98
1.7991,85.379,90,200.56,124.94
0.49558,85.394,135,200.56,124.83
0.83333,85.292,90,200.53,124.81
1.8729,85.292,281.03,200.53,124.76
6.4105,85.214,274.04,200.56,124.87
0.15766,85.469,302.83,200.58,125.26
2.2817,85.946,52.84,200.59,125.26
4.118,86.663,339.4,200.67,125.15
5.0794,87.745,336.02,200.9,125.24
8.4986,89.544,320.16,201.18,125.37
11.753,91.711,315.69,201.57,125.69
14.712,94.325,312.53,202.08,126.18
19.299,97.337,305.61,202.67,126.83
20.435,100.9,309.55,203.35,127.78
24.785,104.91,306.32,204.13,128.72
26.601,109.47,309.15,205.01,129.92
30.058,111.76,305.01,206.02,131.16
34.373,111.47,312.88,207.05,132.63
33.656,109.3,302.49,208.45,134.15
34.382,108.35,300.31,209.54,135.85
38.164,107.36,294.74,210.58,137.63
37.238,106.91,294.06,211.54,139.71
41.222,106.88,288.88,212.45,141.75
40.038,106.7,287.23,213.25,144.09
38.154,105.34,285.93,213.96,146.38
46.247,102.71,284.4,214.59,148.59
48.302,97.815,278.47,215.28,151.27
46.672,90.764,274.86,215.71,154.14
50.207,76.206,271.57,215.94,156.93
48.044,49.441,272.01,216.03,159.94
49.009,20.519,270.79,216.13,162.82
46.852,1.2873,265.73,216.17,165.76
44.888,352.78,258.38,215.96,168.57
43.723,350.15,250.5,215.42,171.2
44.749,350.31,246.47,214.54,173.68
45.388,352.32,238.94,213.47,176.14
46.837,354.06,240.69,212.06,178.47
51.132,354.19,230.36,210.69,180.92
50.245,353.57,228.36,208.73,183.29
50.622,352.67,220.07,206.73,185.54
51.17,353.31,212.81,204.4,187.49
53.56,356.44,206.97,201.82,189.16
54.041,5.4982,204.98,198.96,190.61
54.902,21.463,203.16,196.02,191.98
57.543,55.528,201.95,192.99,193.28
61.837,107.45,199.08,189.79,194.57
62.095,135,198.4,186.28,195.78
66.95,144.81,200.11,182.75,196.96
68.888,149.42,199.46,178.98,198.34
72.754,151.96,197.34,175.08,199.72
75.453,153.43,195.16,170.91,201.02
73.893,153.7,195.38,166.54,202.2
71.501,153.21,195.84,162.27,203.38
69.837,152.85,199.15,158.14,204.55
67.411,152.86,198.61,154.18,205.92
64.43,152.91,201.12,150.35,207.21
65.399,152.81,196.51,146.74,208.61
61.783,152.73,196.97,142.98,209.72
57.141,152.55,200.76,139.43,210.8
52.982,152.65,205.57,136.23,212.02
50.438,152.98,211.38,133.36,213.39
47.479,153.19,217.57,130.78,214.97
44.938,153.58,217.62,128.52,216.7
40.687,153.46,223.45,126.38,218.35
35.853,153.21,231.82,124.61,220.03
32.905,152.87,237.98,123.28,221.72
31.079,152.61,236.66,122.23,223.39
25.794,152.3,231.14,121.21,224.95
21.101,151.71,232.26,120.24,226.16
17.43,151.07,236.91,119.46,227.16
15.293,150.39,246.15,118.89,228.03
12.729,149.4,244.48,118.52,228.87
12.043,148.55,247.63,118.19,229.56
8.3585,147.76,241.14,117.92,230.23
7.3606,146.76,228.6,117.68,230.67
5.9026,145.58,220.77,117.38,231
5.3312,144.02,208.43,117.12,231.23
4.8333,142.17,201.75,116.83,231.38
6.0895,139.64,157.03,116.56,231.49
9.1182,136.95,153.37,116.23,231.35
12.361,134.27,126.28,115.74,231.1
15.471,131.01,119.61,115.3,230.51
17.38,127.69,116.33,114.84,229.7
22.033,124.62,123.65,114.38,228.76
25.099,121.79,133.22,113.65,227.66
30.214,120.57,130.23,112.62,226.57
32.072,119.75,124.61,111.44,225.18
37.671,118.72,115.8,110.35,223.6
40.423,117.32,118.24,109.37,221.56
40.655,114.89,124.38,108.22,219.43
38.464,112.52,134.6,106.84,217.41
37.423,110.31,142.97,105.22,215.77
40.293,108.32,145.38,103.43,214.42
42.156,105.97,144.94,101.44,213.04
44.691,102.74,145.71,99.37,211.59
43.96,100.25,149.87,97.155,210.08
43.716,98.487,148.62,94.873,208.76
44.107,97.088,150.58,92.634,207.39
40.915,96.356,159.88,90.329,206.09
40.04,95.833,159.29,88.024,205.25
43.469,95.019,159.95,85.777,204.4
46.282,95.225,158.46,83.327,203.5
49.259,95.634,156.38,80.744,202.48
52.056,96.045,157.56,78.036,201.3
56.416,96.598,153.49,75.149,200.11
55.902,96.413,157.91,72.12,198.6
56.658,96.24,158.51,69.012,197.33
54.959,95.315,167,65.849,196.09
54.548,94.538,166.55,62.636,195.35
50.595,93.57,165.59,59.453,194.59
49.002,92.66,155.54,56.513,193.83
47.754,91.868,150.07,53.836,192.61
46.107,91.085,146.96,51.353,191.18
43.209,90.439,150.44,49.034,189.68
40.987,89.89,150.44,46.779,188.4
40.942,88.898,147.69,44.64,187.18
41.901,88.227,148.09,42.564,185.87
39.137,87.789,151.32,40.429,184.54
37.727,87.245,150.65,38.369,183.41
33.715,86.997,156.63,36.396,182.3
29.636,86.885,160.23,34.539,181.5
24.73,86.658,169.88,32.866,180.9
21.417,86.093,180.15,31.405,180.64
17.178,85.629,181.41,30.12,180.64
13.436,85.121,193.58,29.09,180.67
9.6803,84.89,178.76,28.306,180.86
6.3438,84.458,187.63,27.725,180.85
3.6868,84.601,135.56,27.348,180.9
3.1981,84.715,99.537,27.19,180.74
8.0985,86.055,99.691,27.158,180.55
7.0947,87.563,103.98,27.077,180.07
8.5252,88.864,105.85,26.974,179.66
6.9587,90.763,98.369,26.834,179.17
7.3695,92.502,88.671,26.773,178.76
7.2538,94.451,85.878,26.784,178.31
7.3738,96.653,87.642,26.815,177.88
6.6555,98.255,77.088,26.833,177.44
10.484,100.3,76.747,26.922,177.05
16.013,101.92,84.55,27.067,176.44
18.446,103.38,83.918,27.158,175.48
18.072,104.39,83.617,27.275,174.38
16.743,105.08,84.288,27.396,173.3
18.628,106.22,85.109,27.496,172.3
15.402,107.25,84.372,27.591,171.19
15.923,108.27,87.843,27.681,170.27
10.532,109.26,88.915,27.717,169.31
7.7974,110.41,84.769,27.729,168.68
2.8345,111.78,82.114,27.772,168.22
1.013,113.3,352.49,27.795,168.05
6.6757,114.62,263.16,27.856,168.06
7.8993,116.74,271.24,27.808,168.45
10.919,118.3,274.83,27.818,168.93
13.336,119.34,271.1,27.873,169.58
13.431,120.22,267.71,27.889,170.38
12.128,121.43,255.57,27.857,171.18
11.798,122.43,258.42,27.675,171.89
16.837,123.94,268.36,27.533,172.58
20.056,124.75,265.72,27.504,173.59
19.793,126.17,271.89,27.415,174.79
20.058,127.73,271.87,27.454,175.98
23.768,129.7,273.02,27.493,177.18
23.191,130.17,274.38,27.568,178.61
28.231,127.88,271.2,27.674,179.99
28.2,127.47,268.81,27.71,181.69
32.949,129.3,270.91,27.675,183.38
36.826,133.37,273.41,27.706,185.36
39.078,137.69,273.72,27.837,187.56
42.397,141.43,273.25,27.99,189.9
44.217,145.36,275.74,28.134,192.44
44.982,149.21,279.65,28.4,195.08
44.352,152.33,277.26,28.852,197.74
42.211,155.85,277.54,29.188,200.38
41.83,158.98,278.13,29.521,202.89
42.218,160.04,278,29.876,205.38
44.558,159.35,280.36,30.229,207.89
44.48,158.88,278.26,30.709,210.51
41.987,159.51,276.11,31.093,213.16
39.251,160.82,276.54,31.361,215.66
39.23,162.52,275,31.629,218
38.398,163.39,273.34,31.834,220.35
35.028,163.55,272.46,31.968,222.65
34.65,163.27,271.27,32.058,224.75
31.442,162.77,273.55,32.105,226.82
28.295,162.06,276.34,32.221,228.71
22.718,161.13,277.21,32.409,230.39
18.134,159.97,276.39,32.58,231.75
15.307,158.93,271.31,32.701,232.83
12.009,158.19,274.61,32.722,233.75
10.222,157.34,260.62,32.78,234.46
7.5297,156.87,250.61,32.68,235.07
4.7725,156.3,246.74,32.53,235.5
3.8953,155.9,245.74,32.417,235.76
2.1237,155.57,141.7,32.321,235.97
4.2191,155.48,115.24,32.221,235.89
5.069,155.47,99.462,32.113,235.66
4.8914,155.47,84.334,32.063,235.36
7.812,155.62,85.167,32.092,235.07
7.4842,155.78,79.871,32.131,234.6
7.2383,155.93,88.274,32.21,234.16
6.3712,156.43,76.066,32.223,233.73
5.6668,156.61,79.309,32.315,233.36
3.2083,157.1,86.105,32.378,233.02
4.2911,157.41,78.802,32.391,232.83
0.49558,157.65,135,32.441,232.58
1.3162,157.7,180,32.42,232.56
2.2292,157.74,126.19,32.341,232.56
1.8638,157.59,132.12,32.262,232.45
4.8591,157.4,120.96,32.187,232.37
5.6522,157.4,114.76,32.037,232.12
5.14,157.14,111.51,31.895,231.81
4.5905,156.73,128.39,31.782,231.52
4.2359,156.32,121.85,31.611,231.31
3.5489,155.78,139.98,31.477,231.09
2.9012,155.37,153.02,31.314,230.95
1.9,155.06,172.7,31.159,230.87
3.3691,154.88,108.18,31.046,230.86
3.9508,154.94,107.44,30.983,230.67
4.0733,155.46,108.85,30.912,230.44
4.7845,156.57,61.512,30.833,230.21
5.3718,157.63,54.553,30.97,229.96
6.752,159.74,31.648,31.157,229.7
10.906,161.87,34.786,31.501,229.48
11.186,162.52,16.628,32.039,229.11
18.137,161.38,19.648,32.682,228.92
18.272,158.89,6.837,33.707,228.55
17.407,158.2,0.88639,34.795,228.42
18.127,160.12,351.26,35.84,228.4
20.953,164.61,346.94,36.915,228.57
23.903,168.52,340.2,38.139,228.85
25.309,172.27,342.11,39.489,229.34
24.916,176.17,324.51,40.934,229.81
25.281,181.15,307.01,42.151,230.67
29.185,186.43,307.17,43.064,231.89
31.344,190.96,311.35,44.122,233.28
34.133,194.47,311.47,45.365,234.69
36.83,197.19,300.51,46.721,236.23
40.658,200.49,293.18,47.843,238.13
41.251,203.93,288.12,48.803,240.37
41.495,207.7,284.04,49.573,242.73
41.174,212.62,281.51,50.177,245.14
43.206,217.71,277.35,50.67,247.56
46.766,222.03,269.13,51.002,250.13
46.114,221.29,269,50.959,252.94
50.898,219.71,263.65,50.911,255.7
49.991,219.7,265.9,50.573,258.74
49.549,219.81,266.36,50.358,261.73
49.109,219.91,266.83,50.169,264.7
50.999,220.01,265,50.006,267.64
50.369,219.81,265.34,49.739,270.69
49.74,219.62,265.69,49.494,273.7
45.634,219.42,273.74,49.27,276.68
42.292,220.24,280.79,49.448,279.41
43.465,225,279.02,49.923,281.9
46.627,237.44,273.14,50.332,284.48
46.987,268.67,270.48,50.486,287.27
46.885,302.01,273.91,50.509,290.09
43.84,44.17,274.33,50.701,292.9
42.446,90,277.29,50.9,295.52
43.401,123.02,274.17,51.223,298.05
44.581,129.17,274.12,51.413,300.64
44.226,108.05,275.84,51.605,303.31
41.904,85.373,282.57,51.875,305.95
42.925,70.463,279.24,52.422,308.4
41.017,61.314,282.23,52.835,310.95
34.794,53.952,283.65,53.357,313.35
35.264,49.833,282.14,53.849,315.38
28.227,44.534,284.87,54.295,317.45
25.109,39.333,286.45,54.729,319.09
21.448,34.609,287.21,55.156,320.53
20.215,30.128,287.42,55.537,321.76
18.981,27.341,287.66,55.9,322.92
16.04,26.565,300.39,56.245,324
14.203,27.943,315.51,56.732,324.83
13.588,30.165,325.39,57.34,325.43
12.766,31.47,321.43,58.011,325.89
10.714,31.067,333.77,58.61,326.37
14.829,29.859,341.73,59.187,326.65
15.036,28.653,335.16,60.031,326.93
16.369,26.565,334.95,60.85,327.31
16.293,23.946,330.13,61.74,327.73
15.254,21.601,327.68,62.588,328.22
14.247,20.814,324.88,63.361,328.7
12.245,21.473,302.4,64.06,329.2
12.853,24.52,268.78,64.454,329.82
17.712,28.912,260.28,64.437,330.59
17.876,32.546,254.61,64.258,331.64
19.376,38.618,266.4,63.973,332.67
16.49,43.794,278.53,63.9,333.83
22.207,46.54,259.53,64.047,334.81
27.883,48.756,247.05,63.805,336.12
28.39,52.036,243.62,63.153,337.66
31.477,54.277,241.78,62.396,339.18
31.271,66.529,239.83,61.503,340.85
29.76,177.06,242.59,60.56,342.47
26.639,210.29,246.94,59.738,344.06
26.965,215.13,248.09,59.112,345.53
25.826,216.84,245.16,58.508,347.03
20.296,217.76,247.81,57.857,348.43
16.905,217.11,254.64,57.397,349.56
16.66,215.42,252.84,57.128,350.54
11.385,213.9,257.74,56.834,351.49
11.082,213.61,260.62,56.689,352.16
7.8783,213.86,294.51,56.58,352.82
8.4359,214.75,341.32,56.776,353.25
9.6899,217.26,339.58,57.256,353.41
15.38,220.33,5.4048,57.801,353.61
11.336,222.17,338.9,58.719,353.53
11.626,222.83,304.24,59.354,353.77
13.594,221.82,327.49,59.746,354.35
16.828,220.78,345.2,60.434,354.79
16.561,220.08,348.39,61.41,355.04
17.46,217.78,337.55,62.384,355.24
15.383,216.47,335.41,63.352,355.64
14.545,214.23,335.99,64.191,356.03
12.873,212.16,338.42,64.988,356.38
17.352,210.23,352.31,65.707,356.67
12.957,209.23,338.05,66.738,356.81
10.035,207.82,307.81,67.459,357.1
8.235,207.45,297.47,67.828,357.57
5.8925,208.37,332.86,68.056,358.01
6.0926,209.05,300.06,68.371,358.17
3.7423,209,299.52,68.554,358.49
2.8076,208.93,285.09,68.665,358.68
3.5496,208.44,281.25,68.709,358.85
1.3675,207.71,222.21,68.75,359.06
8.4098,206.72,225.19,68.689,359.11
5.7289,206.21,187.03,68.334,359.47
4.0815,205.36,179.34,67.993,359.51
5.6195,204.43,168.49,67.748,359.51
4.0653,203.48,150.88,67.417,359.44
2.0022,202.49,156.61,67.204,359.32
5.0738,201.66,120.02,67.094,359.27
2.8557,200.43,132.33,66.942,359.01
4.544,199.58,140,66.826,358.88
5.5846,199.02,171.37,66.617,358.71
14.609,198.31,183.09,66.286,358.66
14.83,197.07,179.4,65.411,358.71
10.905,196.03,167.79,64.521,358.7
10.028,195.22,175.72,63.882,358.56
9.8677,194.61,185.34,63.282,358.51
10.486,193.97,178.55,62.692,358.57
9.9336,193.45,185.31,62.063,358.55
8.7159,192.78,175.08,61.47,358.61
6.6895,192.19,151.94,60.949,358.56
2.6483,191.41,123.35,60.595,358.37
4.9557,190.41,102.98,60.507,358.24
1.8644,189.32,116.33,60.44,357.95
3.5039,188.3,127.27,60.391,357.85
1.6708,187.45,112.96,60.264,357.68
6.9234,186.56,183.8,60.224,357.59
13.135,186.17,185.38,59.81,357.62
12.252,186.82,185.55,59.025,357.69
11.757,187.31,187.29,58.294,357.76
13.54,187.57,190.73,57.594,357.85
12.853,187.75,186.45,56.796,358.01
6.522,187.34,185.34,56.029,358.09
1.7919,185.26,138.29,55.64,358.13
0.95483,181.96,84.743,55.56,358.06
1.6708,177.06,25.124,55.565,358
2.4957,169.05,216.13,55.656,357.96
8.0299,159.34,234.08,55.535,358.05
7.3594,149.32,246.56,55.252,358.44
9.6514,135.29,253.79,55.076,358.84
10.151,116.2,245.92,54.915,359.4
7.1185,94.519,243.5,54.666,359.95
3.9312,73.342,290.79,54.476,360.34
2.4808,59.34,332.84,54.559,360.56
3.4697,51.185,333.48,54.692,360.62
2.9659,47.326,354.21,54.878,360.72
7.6028,44.895,350.28,55.055,360.73
12.518,42.647,359.26,55.505,360.81
11.749,41.744,355.98,56.256,360.82
12.199,42.4,7.0626,56.959,360.87
15.619,44.506,6.3227,57.685,360.78
19.033,47.812,15.938,58.617,360.68
19.359,52.483,15.444,59.715,360.36
21.302,54.349,10.083,60.834,360.05
22.985,53.253,22.152,62.093,359.83
24.947,50.013,25.636,63.37,359.31
33.46,49.838,30.074,64.719,358.66
41.331,52.316,28.314,66.457,357.66
44.275,55.698,35.189,68.64,356.48
48.322,56.785,39.29,70.811,354.95
50.318,56.285,45.169,73.055,353.11
47.589,55.667,47.056,75.183,350.97
42.401,57.366,43.824,77.129,348.88
42.335,58.158,37.786,78.964,347.12
43.601,58.534,34.64,80.972,345.56
44.695,56.677,26.046,83.124,344.08
46.469,56.091,23.424,85.533,342.9
47.195,59.647,22.541,88.092,341.79
48.883,72.35,25.631,90.707,340.71
46.385,86.964,21.853,93.351,339.44
45.641,93.882,21.784,95.935,338.4
41.761,98.374,15.829,98.477,337.39
40.483,97.943,22.569,100.89,336.7
37.887,101.74,25.302,103.13,335.77
33,103.96,12.583,105.19,334.8
29.293,105.84,1.9508,107.12,334.37
26.325,105.51,348.1,108.88,334.31
23.442,101.52,340.92,110.42,334.63
27.475,90,326.54,111.75,335.09
32.121,26.966,315.8,113.13,336
33.167,320.36,312.77,114.51,337.35
40.385,311.78,311.97,115.86,338.81
38.224,309.28,312.47,117.48,340.61
33.647,310.6,314.97,119.03,342.3
29.217,312.1,313.1,120.45,343.73
21.586,313.35,319.01,121.65,345.01
16.048,313.23,326.29,122.63,345.86
13.766,312.78,325.7,123.43,346.39
15.784,311.06,313.62,124.11,346.86
12.837,307.81,327.77,124.77,347.54
12.471,306.31,331.5,125.42,347.95
10.78,306.07,348.93,126.08,348.31
12.662,306.68,331.7,126.71,348.43
13.486,307.01,329.09,127.38,348.79
12.252,306.48,345.72,128.07,349.21
11.93,305.98,10.354,128.79,349.39
14.33,306,31.77,129.49,349.26
15.976,306.3,34.273,130.22,348.81
15.667,307.23,36.146,131.01,348.27
16.765,308.36,42.924,131.77,347.72
15.566,310.08,12.905,132.51,347.03
12.372,311.88,17.618,133.42,346.82
13.072,314.05,33.045,134.13,346.6
10.308,318.28,6.5579,134.78,346.17
11.355,321.04,350.25,135.4,346.1
11.434,321.17,356.84,136.07,346.21
11.81,320.56,346.41,136.75,346.25
12.936,322,326.74,137.44,346.42
13.37,325.04,317.32,138.09,346.84
15.314,332.79,302.48,138.68,347.39
16.999,348.56,294.21,139.18,348.16
17.294,11.263,294.62,139.59,349.09
17.49,34.627,292.34,140.03,350.04
15.467,51.117,293.2,140.43,351.01
17.521,62.469,294.53,140.79,351.86
20.633,71.825,287.17,141.23,352.82
23.994,76.673,281.8,141.59,354
21.47,79.233,278.69,141.89,355.41
15.115,80.908,274.21,142.08,356.68
9.9434,81.446,264.09,142.15,357.59
6.2819,80.82,239.84,142.09,358.18
6.7735,78.622,224.62,141.9,358.51
8.7561,74.266,233.8,141.61,358.79
7.1415,64.529,216.09,141.3,359.22
7.1427,52.063,182.19,140.95,359.47
9.279,40.824,199.52,140.52,359.48
11.27,30.105,200.09,140,359.67
12.772,14.977,179.87,139.36,359.9
15.598,358.21,163.56,138.6,359.9
19,342.82,152.86,137.7,359.64
22.045,329.81,144.05,136.69,359.12
23.075,320.51,149.05,135.61,358.34
24.333,314.57,147.8,134.43,357.63
27.424,311.74,147.44,133.19,356.85
34.041,308.6,143.53,131.8,355.96
35.881,305.93,135.73,130.16,354.75
37.512,304.05,130.77,128.62,353.25
37.103,302.25,128.89,127.15,351.54
38.509,299.84,133.17,125.75,349.81
38.913,298.86,136.95,124.17,348.13
41.578,299.48,138.22,122.47,346.53
41.805,302.07,134.95,120.61,344.87
39.736,304.92,131.79,118.83,343.09
37.8,307.98,128.3,117.25,341.32
36.603,311.22,126.04,115.84,339.54
37.007,314.07,123.85,114.55,337.76
38.573,316.67,117.53,113.31,335.92
35.181,318.58,106.96,112.24,333.86
33.205,320.58,94.66,111.63,331.85
28.712,322.76,76.775,111.46,329.86
27.383,325.6,61.525,111.86,328.18
28.099,329.01,45.933,112.64,326.74
29.366,335.98,32.055,113.81,325.53
33.048,97.431,22.591,115.31,324.59
36.414,138.68,14.873,117.14,323.83
37.483,140.98,11.458,119.25,323.27
40.62,141.25,8.3796,121.45,322.82
42.847,139.8,10.061,123.86,322.47
47.859,138.08,4.2845,126.4,322.02
52.804,137.92,4.425,129.26,321.8
57.219,139.19,0.40647,132.42,321.56
56.975,140.99,2.2885,135.85,321.53
53.189,141.64,1.2513,139.27,321.4
51.401,141.91,0.7066,142.46,321.33
51.557,142.02,359.04,145.54,321.29
52.788,141.92,356.13,148.63,321.34
49.153,141.71,355.7,151.79,321.56
43.678,141.42,356.38,154.74,321.78
37.273,141.12,356.43,157.35,321.94
29.651,141.07,3.6318,159.58,322.08
25.763,141.3,14.673,161.36,321.97
26.033,141.53,19.097,162.85,321.58
27.127,141.54,24.11,164.33,321.07
25.652,139.95,29.798,165.82,320.4
25.933,137.18,33.592,167.15,319.64
26.325,131.72,37.289,168.45,318.78
26.188,112.95,43.718,169.7,317.82
24.172,12.095,50.981,170.84,316.73
26.513,343.77,61.399,171.75,315.61
24.852,337.29,47.411,172.51,314.21
28.175,333.43,40.904,173.52,313.11
27.93,331.23,46.866,174.8,312
31.48,330.15,38.286,175.95,310.78
34.677,328.89,35.166,177.43,309.61
37.54,328.28,27.58,179.13,308.41
42.376,327.54,21.823,181.13,307.37
49.614,326.09,12.822,183.49,306.42
53.784,324.52,11.269,186.39,305.76
